"('android.permission.INTERNET  android.permission.ACCESS_WIFI_STATE  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.SYSTEM_ALERT_WINDOW  android.permission.GET_TASKS  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE','POSITIVE')",,,,,,,,,,,,
"('android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_FINE_LOCATION  android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.RECEIVE_BOOT_COMPLETED  com.android.launcher.permission.INSTALL_SHORTCUT  android.permission.WAKE_LOCK  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
('android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_FINE_LOCATION  android.permission.ACCESS_LOCATION  android.permission.ACCESS_LOCATION_EXTRA_COMMANDS  android.permission.ACCESS_NETWORK_STATE  android.permission.ACCESS_WIFI_STATE  android.permission.INTERNET  android.permission.READ_PHONE_STATE  android.permission.WRITE_EXTERNAL_STORAGE  com.google.android.gms.permission.ACTIVITY_RECOGNITION,a,ndroid.perm,ission.GET_ACCOUNTS,android.p,ermission.WAKE,_LOCK,com,.se,rinabauce24.MusicHipHopDance.pe,rmission.C2D_MESSAGE,co,"m.google.android.c2dm.permission.RECEIVE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')"
"('android.permission.INTERNET  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.GET_ACCOUNTS  android.permission.WAKE_LOCK  com.beiz.bunnymathrace.permission.C2D_MESSAGE  com.google.android.c2dm.permission.RECEIVE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.ACCESS_WIFI_STATE  android.permission.WAKE_LOCK  android.permission.RECEIVE_BOOT_COMPLETED  com.android.launcher.permission.INSTALL_SHORTCUT  com.android.launcher.permission.UNINSTALL_SHORTCUT','POSITIVE')",,,,,,,,,,,,
"('android.permission.GET_TASKS  android.permission.INTERNET  android.permission.RECEIVE_BOOT_COMPLETED  android.permission.DISABLE_KEYGUARD  android.permission.WAKE_LOCK  android.permission.READ_PHONE_STATE  com.android.vending.CHECK_LICENSE  android.permission.PREVENT_POWER_KEY  android.permission.MODIFY_AUDIO_SETTINGS  android.permission.WRITE_SETTINGS  android.permission.VIBRATE','NEGATIVE')",,,,,,,,,,,,
('android.permission.WRITE_SECURE_SETTINGS  android.permission.ACCESS_WIFI_STATE  android.permission.CHANGE_WIFI_STATE  android.permission.BLUETOOTH  android.permission.BLUETOOTH_ADMIN  android.permission.READ_SYNC_SETTINGS  android.permission.WRITE_SYNC_SETTINGS  android.permission.WRITE_SETTINGS  android.permission.ACCESS_FINE_LOCATION  android.permission.EXPAND_STATUS_BAR  android.permission.ACCESS_NETWORK_ST,ATE,android.p,ermission.CHANGE_NET,WORK_STATE,android.perm,issio,n.CAM,ERA,android.permission.CALL_PHONE,android.permission,.NFC,"android.permission.VIBRATE  android.permission.RECEIVE_BOOT_COMPLETED  com.android.vending.BILLING  android.permission.READ_LOGS','NEGATIVE')"
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.SET_WALLPAPER  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.WRITE  android.permission.VIBRATE  android.permission.RECORD_AUDIO  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.VIBRATE  android.permission.ACCESS_WIFI_STATE  android.permission.ACCESS_NETWORK_STATE  android.permission.INTERNET  android.permission.CHANGE_CONFIGURATION  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.WRITE_SETTINGS  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.READ_EXTERNAL_STORAGE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.ACCESS_WIFI_STATE','NEGATIVE')",,,,,,,,,,,,
('android.permission.RECEIVE_BOOT_COMPLETED  android.permission.SYSTEM_ALERT_WINDOW  android.permission.VIBRATE  android.permission.ACCESS_WIFI_STATE  android.permission.CHANGE_WIFI_STATE  android.permission.GET_TASKS  android.permission.KILL_BACKGROUND_PROCESSES  android.permission.WRITE_SETTINGS  android.permission.REORDER_TASKS  android.permission.CHANGE_NETWORK_STATE  android.permission.ACCESS_NETWORK_STATE,an,droid.permi,"ssion.CAMERA','NEGAT",IVE'),,,,,,,,
"('android.permission.WRITE_EXTERNAL_STORAGE  android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.ACCESS_WIFI_STATE  android.permission.ACCESS_NETWORK_STATE  android.permission.RECEIVE_BOOT_COMPLETED  android.permission.WAKE_LOCK  android.permission.VIBRATE  android.permission.FLASHLIGHT  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
('com.android.vending.CHECK_LICENSE  android.permission.INTERNET  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.GET_TASKS  com.google.android.c2dm.permission.RECEIVE  android.permission.GET_ACCOUNTS  android.permission.USE_CREDENTIALS  com.mergeinteractive.stag.permission.C2D_MESSAGE  com.android.vending.BILLING  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  androi,d.p,ermission.A,CCESS_WIFI_STATE  an,droid.perm,ission.WAKE_LO,CK  a,ndroi,d.p,ermission.READ_EXTERNAL_STORAGE,"','NEGATIVE')",,
('net.lyoness.permission.TRUSTED_ACTIVITY  android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_FINE_LOCATION  android.permission.VIBRATE  android.permission.RECEIVE_BOOT_COMPLETED  android.permission.WAKE_LOCK  android.permission.CALL_PHONE  android.permission.  android.permission.REA,D_E,XTERNAL_STO,"RAGE','POSITIVE')",,,,,,,,,
('android.permission.MODIFY_AUDIO_SETTINGS  android.permission.WRITE_CONTACTS  android.permission.BROADCAST_STICKY  android.permission.WRITE_CALL_LOG  android.permission.CAMERA  android.permission.ACCESS_LOCATION_EXTRA_COMMANDS  android.permission.RECEIVE_SMS  android.permission.RECORD_AUDIO  android.permission.RECORD_VIDEO  android.permission.GET_ACCOUNTS  android.permission.INTERNET  android.permission.READ_PH,ONE,_STATE  and,roid.permission.ACCE,SS_WIFI_ST,ATE  android.p,ermis,sion.,ACC,ESS_NETWORK_STATE  android.perm,ission.PROCESS_OUTGO,ING_,"CALLS  android.permission.READ_CONTACTS  android.permission.WAKE_LOCK  android.permission.DISABLE_KEYGUARD  android.permission.SYSTEM_ALERT_WINDOW  android.permission.GET_TASKS  android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_FINE_LOCATION  android.permission.VIBRATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE  android.permission.READ_CALL_LOG','POSITIVE')"
('android.permission.READ_PHONE_STATE  com.android.vending.BILLING  android.permission.GET_ACCOUNTS  android.permission.GET_TASKS  android.permission.READ_LOGS  android.permission.VIBRATE  android.permission.EXPAND_STATUS_BAR  android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.CHANGE_COMPONENT_ENABLED_STATE  android.permission.READ_,EXT,ERNAL_STORA,"GE','POSITIVE')",,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.WRITE_SETTINGS  android.permission.READ_PHONE_STATE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.READ_PHONE_STATE  android.permission.ACCESS_NETWORK_STATE  android.permission.ACCESS_FINE_LOCATION  android.permission.ACCESS_WIFI_STATE  android.permission.VIBRATE  com.apptitudes_client.sffactory_mhdj.permission.C2D_MESSAGE  com.google.android.c2dm.permission.RECEIVE  android.permission.GET_ACCOUNTS  android.permission.WAKE_LOCK','NEGATIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.VIBRATE  android.permission.RECEIVE_BOOT_COMPLETED  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.WAKE_LOCK  android.permission.READ_PHONE_STATE  android.permission.MODIFY_AUDIO_SETTINGS  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.WAKE_LOCK  android.permission.VIBRATE','POSITIVE')",,,,,,,,,,,,
('android.permission.INTERNET  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.SET_WALLPAPER_HINTS  android.permission.SET_WALLPAPER  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_FINE_LOCATION  android.permission.ACCESS_LOCATION_EXTRA_COMMANDS  android.permission.WAKE_LOCK  android.permission.RECEI,VE_,BOOT_COMPLE,TED  com.android.lau,ncher.perm,ission.INSTALL,_SHOR,TCUT,an,droid.permission.ACCESS_WIFI_ST,ATE  android.permiss,ion.,"SYSTEM_ALERT_WINDOW  android.permission.GET_TASKS  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')"
"('com.android.vending.BILLING  android.permission.WAKE_LOCK  android.permission.INTERNET','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET','POSITIVE')",,,,,,,,,,,,
"('android.permission.RECORD_AUDIO  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.MOUNT_UNMOUNT_FILESYSTEMS  android.permission.MODIFY_AUDIO_SETTINGS  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_FINE_LOCATION  android.permission.DISABLE_KEYGUARD  android.permission.WAKE_LOCK  android.permission.BROADCAST_STICKY','POSITIVE')",,,,,,,,,,,,
"('android.permission.CAMERA  android.permission.MODIFY_AUDIO_SETTINGS  android.permission.RECORD_AUDIO  android.permission.VIBRATE  android.permission.WAKE_LOCK  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.WRITE_SETTINGS  android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  com.android.browser.permission.READ_HISTORY_BOOKMARKS  android.permission.READ_EXTERNAL_STORAGE','POSITIV",E'),,,,,,,,,,,
"('android.permission.INTERNET','POSITIVE')",,,,,,,,,,,,
"('android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
('com.nulana.android.remotix_rdp.permission.C2D_MESSAGE  com.google.android.c2dm.permission.RECEIVE  android.permission.GET_ACCOUNTS  android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.RECORD_AUDIO  android.permission.GET_TASKS  android.permission.WRITE_EXTERNAL_STORAGE  com.android.vending.CHECK_LICENSE  android.permission.WAKE_LOCK  com.android.launcher.permission.INSTALL_,SHO,RTCUT  com.,android.launcher.per,mission.UN,INSTALL_SHORTC,UT  a,ndroi,d.p,ermission.READ_EXTERNAL_STORAGE,"','POSITIVE')",,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE','POSITIVE')",,,,,,,,,,,,
"('android.permission.READ_EXTERNAL_STORAGE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_SUPERUSER  android.permission.VIBRATE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.GET_ACCOUNTS  com.airplaneapp.bublesafaris.permission.C2D_MESSAGE  com.google.android.c2dm.permission.RECEIVE','POSITIVE')",,,,,,,,,,,,
"('android.permission.SET_WALLPAPER  android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.SET_WALLPAPER_HINTS  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.ACCESS_WIFI_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_PHONE_STATE  android.permission.WAKE_LOCK  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.GET_TASKS  android.permission.RECEIVE_BOOT_COMPLETED  android.permission.WAKE_LOCK  android.permission.VIBRATE  android.permission.CALL_PHONE  android.permission.SEND_SMS  android.permission.READ_SMS  android.permission.WRITE_SMS  android.permission.ACCESS_COARSE_LOCATION  android.permi,ssi,on.GET_ACCO,UNTS  android.permis,sion.USE_C,REDENTIALS  an,droid,.perm,iss,ion.SYSTEM_ALERT_WINDOW  androi,d.permission.ACCESS_,FINE,"_LOCATION  android.permission.ACCESS_WIFI_STATE  android.permission.CHANGE_WIFI_STATE','POSITIVE')"
"('android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_FINE_LOCATION  android.permission.INTERNET  android.permission.RECEIVE_BOOT_COMPLETED  android.permission.SET_TIME_ZONE  android.permission.VIBRATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.ACCESS_FINE_LOCATION  android.permission.ACCESS_COARSE_LOCATION','NEGATIVE')",,,,,,,,,,,,
"('com.android.email.permission.ACCESS_PROVIDER  com.android.email.permission.READ_ATTACHMENT  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.ACCESS_NETWORK_STATE  android.permission.INTERNET  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('com.android.vending.CHECK_LICENSE  android.permission.ACCESS_NETWORK_STATE  android.permission.INTERNET  android.permission.ACCESS_COARSE_LOCATION  android.permission.VIBRATE  android.permission.READ_LOGS  android.permission.WAKE_LOCK  android.permission.ACCESS_WIFI_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.ACCESS_NETWORK_STATE  android.permission.INTERNET  android.permission.VIBRATE  android.permission.ACCESS_FINE_LOCATION  android.permission.RECEIVE_BOOT_COMPLETED  android.intent.action.ACTION_EXTERNAL_APPLICATIONS_AVAILABLE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.ACCESS_FINE_LOCATION  android.permission.BATTERY_STATS  android.permission.INTERNET  android.permission.VIBRATE  android.permission.WAKE_LOCK  android.permission.READ_PHONE_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.BLUETOOTH  android.permission.BLUETOOTH_ADMIN  com.dsi.ant.permission.ANT  com.dsi.ant.permission.ANT_ADMIN  android.permission.READ_EXTERNAL_STORAGE','",POS,ITIVE'),,,,,,,,,,
"('android.permission.INTERNET','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.MOUNT_UNMOUNT_FILESYSTEMS  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.WRITE_SETTINGS  android.permission.READ_CALENDAR  android.permission.WRITE_CALENDAR  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.VIBRATE  android.permission.RECORD_AUDIO  android.permission.READ_EXTERNAL_STORAGE','POSITIVE'",),,,,,,,,,,,
"('android.permission.RECORD_VIDEO  com.android.vending.BILLING  android.permission.INTERNET  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_PHONE_STATE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('com.android.vending.CHECK_LICENSE  android.permission.INTERNET  android.permission.WAKE_LOCK  android.permission.ACCESS_NETWORK_STATE  android.permission.ACCESS_WIFI_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.VIBRATE  android.permission.READ_PHONE_STATE  android.permission.GET_ACCOUNTS  com.android.vending.BILLING  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')",,,,,,,,,,,,
('android.permission.WAKE_LOCK  android.permission.ACCESS_NETWORK_STATE  android.permission.GET_TASKS  android.permission.MOUNT_UNMOUNT_FILESYSTEMS  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.ACCESS_LOCATION_EXTRA_COMMANDS  android.permission.VIBRATE  android.permission.INTERNET  android.permission.RECEIVE_BOOT_COMPLETED  android.permission.SYSTEM_ALERT_WINDOW  android.permission.SYSTEM_OVERLA,Y_W,INDOW  com.,android.vending.BILL,ING  andro,id.permission.,CAMER,A  an,dro,id.permission.READ_PHONE_STATE,android.permission.,READ,"_EXTERNAL_STORAGE','POSITIVE')"
('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.ACCESS_WIFI_STATE  android.permission.READ_PHONE_STATE  android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_FINE_LOCATION  android.permission.GET_ACCOUNTS  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.SET_WALLPAPER  android.permission.VIBRATE  android.permission.RECEIVE_BOOT_COMPLETED  and,roi,d.permissio,n.READ_EXTERNAL_STOR,"AGE','POSI",TIVE'),,,,,,,
"('android.permission.WRITE_EXTERNAL_STORAGE  android.permission.INTERNET  android.permission.ACCESS_FINE_LOCATION  android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_NETWORK_STATE  com.android.vending.BILLING  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.WAKE_LOCK  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.WRITE_INTERNAL_STORAGE  android.permission.READ_PHONE_STATE  android.permission.ACCESS_NETWORK_STATE  android.permission.ACCESS_GET_TASKS  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.RECORD_AUDIO  android.permission.VIBRATE  android.permission.INTERNET  android.permission.READ_EXTERNAL_STORAGE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_PHONE_STATE  android.permission.ACCESS_WIFI_STATE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.ACCESS_NETWORK_STATE  android.permission.CHANGE_NETWORK_STATE  android.permission.INTERNET  android.permission.ACCESS_WIFI_STATE  android.permission.WRITE_SYNC_SETTINGS  android.permission.READ_SYNC_SETTINGS  android.permission.UPDATE_DEVICE_STATS  android.permission.CHANGE_WIFI_STATE  android.permission.WAKE_LOCK','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.RECEIVE_BOOT_COMPLETED  android.permission.ACCESS_NETWORK_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
('android.permission.RECORD_AUDIO  android.permission.CAMERA  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.INTERNET  android.permission.WAKE_LOCK  android.permission.USE_CREDENTIALS  android.permission.MANAGE_ACCOUNTS  com.android.vending.CHECK_LICENSE  com.android.vending.  com.android.vending.BILLING  android.permission.GET_ACCOUNTS  android.permission.READ_PHONE_STATE  android.permission.ACCE,SS_,NETWORK_STA,TE  android.permissi,on.READ_EX,TERNAL_STORAGE,"','PO",SITIV,E'),,,,
"('android.permission.WRITE_EXTERNAL_STORAGE  android.permission.INTERNET  android.permission.CAMERA  android.permission.READ_PHONE_STATE  com.google.android.c2dm.permission.RECEIVE  android.permission.GET_ACCOUNTS  android.permission.WAKE_LOCK  exa.sa.mlist.permission.C2D_MESSAGE  android.permission.READ_EXTERNAL_STORAGE','POSITIVE')",,,,,,,,,,,,
"('android.permission.WRITE_EXTERNAL_STORAGE  android.permission.INTERNET  android.permission.VIBRATE  android.permission.ACCESS_NETWORK_STATE  com.android.vending.BILLING  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.SET_WALLPAPER  android.permission.WAKE_LOCK  android.permission.VIBRATE  android.permission.ACCESS_NETWORK_STATE  android.permission.ACCESS_COARSE_LOCATION  android.permission.ACCESS_FINE_LOCATION  android.permission.READ_PHONE_STATE  android.permission.READ_CALENDAR','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.ACCESS_NETWORK_STATE  android.permission.READ_EXTERNAL_STORAGE','NEGATIVE')",,,,,,,,,,,,
"('android.permission.RECEIVE_BOOT_COMPLETED  android.permission.SYSTEM_ALERT_WINDOW','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.webkit.permission.PLUGIN  com.wAileveEvlilik.permission.C2D_MESSAGE  com.google.android.c2dm.permission.RECEIVE  android.permission.WAKE_LOCK','POSITIVE')",,,,,,,,,,,,
"('android.permission.INTERNET  android.permission.ACCESS_NETWORK_STATE  android.permission.SET_WALLPAPER  android.permission.VIBRATE  android.permission.WRITE_EXTERNAL_STORAGE  android.permission.READ_EXTERNAL_STORAGE  android.permission.READ_PHONE_STATE','POSITIVE')",,,,,,,,,,,,
