Package Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,Label
com.buak.Link2SD, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.GET_PACKAGE_SIZE, android.permission.CLEAR_APP_CACHE, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.ACCESS_SUPERUSER, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
hundred.five.easyvolumebooster, android.permission.GET_ACCOUNTS, android.permission.VIBRATE, android.permission.MODIFY_AUDIO_SETTINGS, android.permission.INTERNET, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.SYSTEM_ALERT_WINDOW, android.permission.GET_TASKS ,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.lumiplan.montagne.AlpedHuez, com.google.android.providers.gsf.permission.READ_GSERVICES, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_NETWORK_STATE, com.lumiplan.montagne.AlpedHuez.permission.MAPS_RECEIVE, android.permission.INTERNET, android.permission.CAMERA, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_GPS, android.permission.ACCESS_ASSISTED_GPS, android.permission.LOCATION, android.permission.READ_CONTACTS, android.permission.CALL_PHONE, com.lumiplan.montagne.AlpedHuez.permission.C2D_MESSAGE, com.google.android.c2dm.permission.RECEIVE, android.permission.GET_ACCOUNTS, android.permission.WAKE_LOCK, android.permission.READ_EXTERNAL_STORAGE, android.permission.READ_CALL_LOG ,,,,,,,,,,,,,,,,POSITIVE
com.antutu.CpuMasterFree, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.INTERNET, android.permission.READ_PHONE_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
prestimedia.zolpan, android.permission.CAMERA, android.permission.READ_CONTACTS, android.permission.WRITE_CONTACTS, android.permission.FLASHLIGHT, android.permission.INTERNET, android.permission.ACCESS_FINE_LOCATION, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
fr.pb.freewifispot, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.CHANGE_WIFI_STATE, android.permission.VIBRATE, android.permission.WAKE_LOCK, android.permission.RECEIVE_BOOT_COMPLETED ,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.molevi.wtime, android.permission.VIBRATE, com.android.vending.CHECK_LICENSE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.golden.tropicbeauty, android.permission.SET_WALLPAPER, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, com.android.browser.permission.READ_HISTORY_BOOKMARKS, android.permission.GET_ACCOUNTS, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.ACCESS_WIFI_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.ozhar.FunnySnowman, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_WIFI_STATE, android.permission.WRITE_EXTERNAL_STORAGE, com.android.browser.permission.READ_HISTORY_BOOKMARKS, android.permission.GET_ACCOUNTS, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.accesslane.livewallpaper.smoke, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.SET_WALLPAPER, com.android.vending.BILLING, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
org.museeprotestant.HFPandroid, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, com.android.vending.BILLING, com.google.android.c2dm.permission.RECEIVE, android.permission.GET_ACCOUNTS, android.permission.WAKE_LOCK, org.museeprotestant.HFPandroid.permission.C2D_MESSAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.komsuksk.useccleaner, android.permission.INTERNET, android.permission.ACCESS_WIFI_STATE, android.permission.READ_PHONE_STATE, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.workers.recorder, android.permission.RECORD_AUDIO, android.permission.WAKE_LOCK, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.STATUS_BAR, android.permission.VIBRATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.arslan.sadeyasin, android.permission.READ_PHONE_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
app.devteam.vehiclesounds, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WAKE_LOCK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.blendr.mobile, android.permission.USE_CREDENTIALS, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.INTERNET, android.permission.READ_CONTACTS, android.permission.GET_ACCOUNTS, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.READ_PHONE_STATE, android.permission.CAMERA, android.permission.SEND_SMS, android.permission.RECEIVE_SMS, android.permission.READ_SMS, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.VIBRATE, android.permission.ACCESS_NETWORK_STATE, android.permission.CHANGE_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.CHANGE_WIFI_STATE, android.permission.WAKE_LOCK, com.android.vending.CHECK_LICENSE, com.blendr.mobile.permission.C2D_MESSAGE, com.google.android.c2dm.permission.RECEIVE, com.android.vending.BILLING, android.permission.NFC, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,NEGATIVE
fr.fnac.com, android.permission.CAMERA, android.permission.INTERNET, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_GPS, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.mttnow.droid.easyjet, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.GET_ACCOUNTS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.digitaldelight.accatracker, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.GET_ACCOUNTS, android.permission.WAKE_LOCK, android.permission.VIBRATE, com.google.android.c2dm.permission.RECEIVE, com.google.android.c2dm.permission.SEND, android.permission.READ_PHONE_STATE, com.digitaldelight.accatracker.permission.C2D_MESSAGE ,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.jianming.kidztube3, android.permission.INTERNET, android.permission.GET_ACCOUNTS, android.permission.USE_CREDENTIALS, android.permission.MANAGE_ACCOUNTS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.stepout, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.CHANGE_WIFI_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_COARSE_UPDATES, com.google.android.providers.gsf.permission.READ_GSERVICES, android.permission.READ_CONTACTS, android.permission.GET_ACCOUNTS, android.permission.WAKE_LOCK, com.google.android.c2dm.permission.RECEIVE, android.permission.VIBRATE, com.stepout.permission.C2D_MESSAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,POSITIVE
robj.floating.notifications, android.permission.SYSTEM_ALERT_WINDOW, android.permission.INTERNET, android.permission.GET_TASKS, android.permission.WAKE_LOCK, android.permission.WRITE_EXTERNAL_STORAGE, robj.floating.notifications.READ_DATA, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
cresents.grimreaper, android.permission.INTERNET, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.SYSTEM_ALERT_WINDOW, android.permission.GET_TASKS, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, com.android.browser.permission.READ_HISTORY_BOOKMARKS, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.unibail.carresenart, android.permission.INTERNET, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.CALL_PHONE, android.permission.VIBRATE, android.permission.READ_PHONE_STATE, android.permission.ACCESS_WIFI_STATE, com.google.android.providers.gsf.permission.READ_GSERVICES, com.google.android.c2dm.permission.RECEIVE, com.unibail.carresenart.permission.C2D_MESSAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.zireck.minecraft.seeds, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.kostmo.flickr.bettr, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.ACCESS_FINE_LOCATION, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.WAKE_LOCK, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.itdreamers.freefacebookpro, android.permission.ACCESS_NETWORK_STATE, android.permission.CHANGE_NETWORK_STATE, android.permission.INTERNET, android.permission.ACCESS_WIFI_STATE, android.permission.WRITE_SYNC_SETTINGS, android.permission.READ_SYNC_SETTINGS, android.permission.UPDATE_DEVICE_STATS, android.permission.CHANGE_WIFI_STATE, android.permission.WAKE_LOCK ,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.sitrusy.minecraftWiki, android.permission.INTERNET, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.GET_ACCOUNTS, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, com.android.browser.permission.WRITE_HISTORY_BOOKMARKS, com.android.browser.permission.READ_HISTORY_BOOKMARKS, com.android.launcher.permission.INSTALL_SHORTCUT, com.motorola.dlauncher.permission.INSTALL_SHORTCUT, com.motorola.launcher.permission.INSTALL_SHORTCUT, com.lge.launcher.permission.INSTALL_SHORTCUT, com.android.launcher.permission.UNINSTALL_SHORTCUT, com.android.launcher.permission.READ_SETTINGS, com.htc.launcher.permission.READ_SETTINGS, com.motorola.launcher.permission.READ_SETTINGS, com.motorola.dlauncher.permission.READ_SETTINGS, com.fede.launcher.permission.READ_SETTINGS, com.lge.launcher.permission.READ_SETTINGS, org.adw.launcher.permission.READ_SETTINGS, com.teslacoilsw.launcher.permission.READ_SETTINGS, com.anddoes.launcher.permission.READ_SETTINGS, com.android.launcher.permission.WRITE_SETTINGS, com.htc.launcher.permission.WRITE_SETTINGS, com.motorola.launcher.permission.WRITE_SETTINGS, com.motorola.dlauncher.permission.WRITE_SETTINGS, com.lge.launcher.permission.WRITE_SETTINGS, com.fede.launcher.permission.WRITE_SETTINGS, org.adw.launcher.permission.WRITE_SETTINGS, com.teslacoilsw.launcher.permission.WRITE_SETTINGS, com.anddoes.launcher.permission.WRITE_SETTINGS, android.permission.SYSTEM_ALERT_WINDOW, android.permission.GET_TASKS ,NEGATIVE
com.wagwan.countdownstatusbar, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.placestars.offlinemap.gb.scotland, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_LOCATION_EXTRA_COMMANDS, com.android.vending.CHECK_LICENSE, android.permission.INTERNET, android.permission.WAKE_LOCK, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.jd.android.arXiv, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.finestandroid.autostopwatch, android.permission.VIBRATE, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_LOCATION_EXTRA_COMMANDS, android.permission.ACCESS_MOCK_LOCATION, android.permission.CONTROL_LOCATION_UPDATES, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.noinnion.android.voicereadingpro, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE, android.permission.READ_LOGS, android.permission.RECEIVE_SMS, com.android.vending.CHECK_LICENSE ,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.medical.effect.AntibioticsGuard, android.permission.READ_EXTERNAL_STORAGE, android.permission.WRITE_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.shere.easytouch, android.permission.KILL_BACKGROUND_PROCESSES, android.Manifest.permission.DEVICE_POWER, android.permission.DEVICE_POWER, android.permission.SYSTEM_ALERT_WINDOW, android.permission.ACCESS_NETWORK_STATE, android.permission.CHANGE_WIFI_STATE, android.permission.ACCESS_FINE_LOCATION, android.permission.CHANGE_NETWORK_STATE, android.permission.WRITE_SETTINGS, android.permission.WRITE_SECURE_SETTINGS, android.permission.BLUETOOTH, android.permission.BLUETOOTH_ADMIN, android.permission.CAMERA, android.permission.ACCESS_MOCK_LOCATION, android.permission.UPDATE_DEVICE_STATS, android.permission.VIBRATE, android.permission.CLEAR_APP_CACHE, android.permission.FLASHLIGHT, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.GET_TASKS, android.permission.READ_LOGS, android.permission.WRITE_SYNC_SETTINGS, android.permission.READ_SYNC_SETTINGS, android.permission.RECEIVE_BOOT_COMPLETED ,,,,,,,NEGATIVE
com.billybala.gpsnavigationpx, android.permission.INTERNET, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_PHONE_STATE, android.permission.RECORD_AUDIO, android.permission.CAMERA, android.permission.VIBRATE, android.permission.ACCESS_LOCATION_EXTRA_COMMANDS, android.permission.RECEIVE_SMS, android.permission.RECORD_VIDEO, android.permission.MODIFY_AUDIO_SETTINGS, android.permission.READ_CONTACTS, android.permission.WRITE_CONTACTS, android.permission.BROADCAST_STICKY, android.permission.GET_ACCOUNTS, com.billybala.gpsnavigationpx.permission.C2D_MESSAGE, com.google.android.c2dm.permission.RECEIVE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,POSITIVE
com.amazing_create.android.andclip, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.READ_CONTACTS, android.permission.READ_EXTERNAL_STORAGE, android.permission.WRITE_EXTERNAL_STORAGE, com.android.browser.permission.READ_HISTORY_BOOKMARKS, com.android.vending.CHECK_LICENSE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
aextreme.app34, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.sandroid.taskmaster, android.permission.READ_CONTACTS, android.permission.CALL_PHONE, android.permission.INTERNET, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_COARSE_LOCATION, android.permission.RECEIVE_BOOT_COMPLETED, com.android.browser.permission.READ_HISTORY_BOOKMARKS, android.permission.WRITE_EXTERNAL_STORAGE, com.android.launcher.permission.INSTALL_SHORTCUT, com.android.vending.CHECK_LICENSE, android.permission.VIBRATE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE, android.permission.READ_CALL_LOG ,,,,,,,,,,,,,,,,,,,,,NEGATIVE
aextreme.app33, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
aextreme.app30, android.permission.ACCESS_WIFI_STATE, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.READ_PHONE_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.app_lushswitzerland.layout, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_COARSE_LOCATION, android.permission.READ_PHONE_STATE, android.permission.ACCESS_FINE_LOCATION, android.permission.CALL_PHONE, android.permission.INTERNET, android.permission.CAMERA, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.RECORD_AUDIO, com.google.android.c2dm.permission.RECEIVE, com.app_lushswitzerland.layout.permission.C2D_MESSAGE, android.permission.SEND_SMS, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.jb.gosms.theme.getjar.ease, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.GET_ACCOUNTS, android.permission.GET_TASKS, android.permission.READ_PHONE_STATE, com.android.vending.BILLING ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
de.merck.pte, android.permission.INTERNET, android.permission.WAKE_LOCK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.volacentltd.webreader, android.permission.INTERNET, android.permission.GET_ACCOUNTS, android.permission.WAKE_LOCK ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
fr.RivaMedia.USCars, com.example.maps.permission.MAPS_RECEIVE, com.google.android.providers.gsf.permission.READ_GSERVICES, android.permission.INTERNET, android.permission.READ_EXTERNAL_STORAGE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_FINE_LOCATION, android.permission.ACCESS_COARSE_LOCATION, android.permission.CALL_PHONE, android.permission.READ_LOGS, android.permission.READ_PHONE_STATE, android.permission.VIBRATE, android.permission.GET_ACCOUNTS, android.permission.WAKE_LOCK, com.google.android.c2dm.permission.RECEIVE, fr.RivaMedia.AnnoncesAutoGenerique.permission.permission.C2D_MESSAGE ,,,,,,,,,,,,,,,,,,,POSITIVE
com.yudo.sfera, android.permission.CAMERA, android.permission.RECORD_AUDIO, android.permission.INTERNET, android.permission.READ_PHONE_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, com.android.vending.BILLING, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,NEGATIVE
com.Anak1developpement.draguersuradoptepremium, android.permission.ACCESS_COARSE_LOCATION, android.permission.READ_PHONE_STATE, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_NETWORK_STATE, android.permission.READ_EXTERNAL_STORAGE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
com.fiverivers.photoeditorbypepper.pk, android.permission.ACCESS_WIFI_STATE, android.permission.GET_ACCOUNTS, android.permission.READ_PHONE_STATE, android.permission.RECEIVE_BOOT_COMPLETED, android.permission.VIBRATE, android.permission.ACCESS_COARSE_LOCATION, android.permission.ACCESS_FINE_LOCATION, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.CAMERA, com.android.vending.BILLING, android.permission.READ_LOGS, android.permission.GET_TASKS, com.android.browser.permission.WRITE_HISTORY_BOOKMARKS, com.android.browser.permission.READ_HISTORY_BOOKMARKS, android.permission.SYSTEM_ALERT_WINDOW, android.permission.PROCESS_OUTGOING_CALLS, android.permission.READ_CONTACTS, android.permission.READ_EXTERNAL_STORAGE, android.permission.READ_CALL_LOG ,,,,,,,,,,,,,,NEGATIVE
com.ndrive.androidbrazil, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_FINE_LOCATION, android.permission.INTERNET, android.permission.PERSISTENT_ACTIVITY, android.permission.WAKE_LOCK, android.permission.READ_PHONE_STATE, android.permission.READ_CONTACTS, android.permission.WRITE_EXTERNAL_STORAGE, android.permission.ACCESS_WIFI_STATE, android.permission.GET_ACCOUNTS, android.intent.action.PHONE_STATE, com.android.vending.CHECK_LICENSE, com.android.vending.BILLING, android.permission.RECEIVE_SMS, android.permission.SEND_SMS, android.permission.READ_EXTERNAL_STORAGE, android.permission.READ_CALL_LOG ,,,,,,,,,,,,,,,,,,POSITIVE
com.funapps.smshub, android.permission.INTERNET, android.permission.ACCESS_NETWORK_STATE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSITIVE
